"","complex_name","complex_ID","pathway_ID","top_level_pathway_ID","pathway_name","top_level_pathway_name","species"
"26137","HSA","R-HSA-9907949","R-HSA-8854050","R-HSA-1640170","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","Cell Cycle","Homo sapiens (Human)"
"26138","HSA","R-HSA-9907949","R-HSA-8939236","R-HSA-74160","RUNX1 regulates transcription of genes involved in differentiation of HSCs","Gene expression (Transcription)","Homo sapiens (Human)"
"26139","HSA","R-HSA-9907949","R-HSA-8939902","R-HSA-74160","Regulation of RUNX2 expression and activity","Gene expression (Transcription)","Homo sapiens (Human)"
"26140","HSA","R-HSA-9907949","R-HSA-8948751","R-HSA-162582","Regulation of PTEN stability and activity","Signal Transduction","Homo sapiens (Human)"
"26141","HSA","R-HSA-9907949","R-HSA-8951664","R-HSA-392499","Neddylation","Metabolism of proteins","Homo sapiens (Human)"
"26142","HSA","R-HSA-9907949","R-HSA-9010553","R-HSA-1266738","Regulation of expression of SLITs and ROBOs","Developmental Biology","Homo sapiens (Human)"
"26143","HSA","R-HSA-9907949","R-HSA-9020702","R-HSA-168256","Interleukin-1 signaling","Immune System","Homo sapiens (Human)"
"26144","HSA","R-HSA-9907949","R-HSA-9755511","R-HSA-8953897","KEAP1-NFE2L2 pathway","Cellular responses to stimuli","Homo sapiens (Human)"
"26145","HSA","R-HSA-9907949","R-HSA-9766229","R-HSA-1500931","Degradation of CDH1","Cell-Cell communication","Homo sapiens (Human)"
"26146","HSA","R-HSA-9907949","R-HSA-983168","R-HSA-168256","Antigen processing: Ubiquitination & Proteasome degradation","Immune System","Homo sapiens (Human)"
"26147","HSA","R-HSA-9907949","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26148","HSA","R-HSA-9907949","R-HSA-9929356","R-HSA-168256","GSK3B-mediated proteasomal degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26149","HSA","R-HSA-9907949","R-HSA-9929491","R-HSA-168256","SPOP-mediated proteasomal degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26150","HSA","R-HSA-9907949","R-HSA-9931269","R-HSA-168256","AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26151","HSA","R-HSA-9907949","R-HSA-9932298","R-HSA-9909396","Degradation of CRY and PER proteins","Circadian clock","Homo sapiens (Human)"
"26152","HSA","R-HSA-9907949","R-HSA-9954709","R-HSA-392499","Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide","Metabolism of proteins","Homo sapiens (Human)"
"26153","HSA","R-HSA-9907950","R-HSA-1169091","R-HSA-168256","Activation of NF-kappaB in B cells","Immune System","Homo sapiens (Human)"
"26154","HSA","R-HSA-9907950","R-HSA-1234176","R-HSA-8953897","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","Cellular responses to stimuli","Homo sapiens (Human)"
"26155","HSA","R-HSA-9907950","R-HSA-1236974","R-HSA-168256","ER-Phagosome pathway","Immune System","Homo sapiens (Human)"
"26156","HSA","R-HSA-9907950","R-HSA-1236978","R-HSA-168256","Cross-presentation of soluble exogenous antigens (endosomes)","Immune System","Homo sapiens (Human)"
"26157","HSA","R-HSA-9907950","R-HSA-174113","R-HSA-1640170","SCF-beta-TrCP mediated degradation of Emi1","Cell Cycle","Homo sapiens (Human)"
"26158","HSA","R-HSA-9907950","R-HSA-174154","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Securin","Cell Cycle","Homo sapiens (Human)"
"26159","HSA","R-HSA-9907950","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"26160","HSA","R-HSA-9907950","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"26161","HSA","R-HSA-9907950","R-HSA-180534","R-HSA-1643685","Vpu mediated degradation of CD4","Disease","Homo sapiens (Human)"
"26162","HSA","R-HSA-9907950","R-HSA-180585","R-HSA-1643685","Vif-mediated degradation of APOBEC3G","Disease","Homo sapiens (Human)"
"26163","HSA","R-HSA-9907950","R-HSA-195253","R-HSA-162582","Degradation of beta-catenin by the destruction complex","Signal Transduction","Homo sapiens (Human)"
"26164","HSA","R-HSA-9907950","R-HSA-202424","R-HSA-168256","Downstream TCR signaling","Immune System","Homo sapiens (Human)"
"26165","HSA","R-HSA-9907950","R-HSA-211733","R-HSA-5357801","Regulation of activated PAK-2p34 by proteasome mediated degradation","Programmed Cell Death","Homo sapiens (Human)"
"26166","HSA","R-HSA-9907950","R-HSA-2467813","R-HSA-1640170","Separation of Sister Chromatids","Cell Cycle","Homo sapiens (Human)"
"26167","HSA","R-HSA-9907950","R-HSA-2871837","R-HSA-168256","FCERI mediated NF-kB activation","Immune System","Homo sapiens (Human)"
"26168","HSA","R-HSA-9907950","R-HSA-349425","R-HSA-1640170","Autodegradation of the E3 ubiquitin ligase COP1","Cell Cycle","Homo sapiens (Human)"
"26169","HSA","R-HSA-9907950","R-HSA-350562","R-HSA-1430728","Regulation of ornithine decarboxylase (ODC)","Metabolism","Homo sapiens (Human)"
"26170","HSA","R-HSA-9907950","R-HSA-382556","R-HSA-382551","ABC-family proteins mediated transport","Transport of small molecules","Homo sapiens (Human)"
"26171","HSA","R-HSA-9907950","R-HSA-450408","R-HSA-8953854","AUF1 (hnRNP D0) binds and destabilizes mRNA","Metabolism of RNA","Homo sapiens (Human)"
"26172","HSA","R-HSA-9907950","R-HSA-4608870","R-HSA-162582","Asymmetric localization of PCP proteins","Signal Transduction","Homo sapiens (Human)"
"26173","HSA","R-HSA-9907950","R-HSA-4641257","R-HSA-162582","Degradation of AXIN","Signal Transduction","Homo sapiens (Human)"
"26174","HSA","R-HSA-9907950","R-HSA-4641258","R-HSA-162582","Degradation of DVL","Signal Transduction","Homo sapiens (Human)"
"26175","HSA","R-HSA-9907950","R-HSA-5358346","R-HSA-162582","Hedgehog ligand biogenesis","Signal Transduction","Homo sapiens (Human)"
"26176","HSA","R-HSA-9907950","R-HSA-5362768","R-HSA-1643685","Hh mutants are degraded by ERAD","Disease","Homo sapiens (Human)"
"26177","HSA","R-HSA-9907950","R-HSA-5607761","R-HSA-168256","Dectin-1 mediated noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"26178","HSA","R-HSA-9907950","R-HSA-5607764","R-HSA-168256","CLEC7A (Dectin-1) signaling","Immune System","Homo sapiens (Human)"
"26179","HSA","R-HSA-9907950","R-HSA-5610780","R-HSA-162582","Degradation of GLI1 by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26180","HSA","R-HSA-9907950","R-HSA-5610783","R-HSA-162582","Degradation of GLI2 by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26181","HSA","R-HSA-9907950","R-HSA-5610785","R-HSA-162582","GLI3 is processed to GLI3R by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26182","HSA","R-HSA-9907950","R-HSA-5632684","R-HSA-162582","Hedgehog 'on' state","Signal Transduction","Homo sapiens (Human)"
"26183","HSA","R-HSA-9907950","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"26184","HSA","R-HSA-9907950","R-HSA-5668541","R-HSA-168256","TNFR2 non-canonical NF-kB pathway","Immune System","Homo sapiens (Human)"
"26185","HSA","R-HSA-9907950","R-HSA-5676590","R-HSA-168256","NIK-->noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"26186","HSA","R-HSA-9907950","R-HSA-5678895","R-HSA-1643685","Defective CFTR causes cystic fibrosis","Disease","Homo sapiens (Human)"
"26187","HSA","R-HSA-9907950","R-HSA-5687128","R-HSA-162582","MAPK6/MAPK4 signaling","Signal Transduction","Homo sapiens (Human)"
"26188","HSA","R-HSA-9907950","R-HSA-5689603","R-HSA-392499","UCH proteinases","Metabolism of proteins","Homo sapiens (Human)"
"26189","HSA","R-HSA-9907950","R-HSA-5689880","R-HSA-392499","Ub-specific processing proteases","Metabolism of proteins","Homo sapiens (Human)"
"26190","HSA","R-HSA-9907950","R-HSA-68949","R-HSA-1640170","Orc1 removal from chromatin","Cell Cycle","Homo sapiens (Human)"
"26191","HSA","R-HSA-9907950","R-HSA-68949","R-HSA-69306","Orc1 removal from chromatin","DNA Replication","Homo sapiens (Human)"
"26192","HSA","R-HSA-9907950","R-HSA-69017","R-HSA-1640170","CDK-mediated phosphorylation and removal of Cdc6","Cell Cycle","Homo sapiens (Human)"
"26193","HSA","R-HSA-9907950","R-HSA-69017","R-HSA-69306","CDK-mediated phosphorylation and removal of Cdc6","DNA Replication","Homo sapiens (Human)"
"26194","HSA","R-HSA-9907950","R-HSA-69481","R-HSA-1640170","G2/M Checkpoints","Cell Cycle","Homo sapiens (Human)"
"26195","HSA","R-HSA-9907950","R-HSA-75815","R-HSA-1640170","Ubiquitin-dependent degradation of Cyclin D","Cell Cycle","Homo sapiens (Human)"
"26196","HSA","R-HSA-9907950","R-HSA-8852276","R-HSA-1640170","The role of GTSE1 in G2/M progression after G2 checkpoint","Cell Cycle","Homo sapiens (Human)"
"26197","HSA","R-HSA-9907950","R-HSA-8854050","R-HSA-1640170","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","Cell Cycle","Homo sapiens (Human)"
"26198","HSA","R-HSA-9907950","R-HSA-8939236","R-HSA-74160","RUNX1 regulates transcription of genes involved in differentiation of HSCs","Gene expression (Transcription)","Homo sapiens (Human)"
"26199","HSA","R-HSA-9907950","R-HSA-8939902","R-HSA-74160","Regulation of RUNX2 expression and activity","Gene expression (Transcription)","Homo sapiens (Human)"
"26200","HSA","R-HSA-9907950","R-HSA-8948751","R-HSA-162582","Regulation of PTEN stability and activity","Signal Transduction","Homo sapiens (Human)"
"26201","HSA","R-HSA-9907950","R-HSA-8951664","R-HSA-392499","Neddylation","Metabolism of proteins","Homo sapiens (Human)"
"26202","HSA","R-HSA-9907950","R-HSA-9010553","R-HSA-1266738","Regulation of expression of SLITs and ROBOs","Developmental Biology","Homo sapiens (Human)"
"26203","HSA","R-HSA-9907950","R-HSA-9020702","R-HSA-168256","Interleukin-1 signaling","Immune System","Homo sapiens (Human)"
"26204","HSA","R-HSA-9907950","R-HSA-9755511","R-HSA-8953897","KEAP1-NFE2L2 pathway","Cellular responses to stimuli","Homo sapiens (Human)"
"26205","HSA","R-HSA-9907950","R-HSA-9766229","R-HSA-1500931","Degradation of CDH1","Cell-Cell communication","Homo sapiens (Human)"
"26206","HSA","R-HSA-9907950","R-HSA-983168","R-HSA-168256","Antigen processing: Ubiquitination & Proteasome degradation","Immune System","Homo sapiens (Human)"
"26207","HSA","R-HSA-9907950","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26208","HSA","R-HSA-9907950","R-HSA-9929356","R-HSA-168256","GSK3B-mediated proteasomal degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26209","HSA","R-HSA-9907950","R-HSA-9929491","R-HSA-168256","SPOP-mediated proteasomal degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26210","HSA","R-HSA-9907950","R-HSA-9931269","R-HSA-168256","AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26211","HSA","R-HSA-9907950","R-HSA-9932298","R-HSA-9909396","Degradation of CRY and PER proteins","Circadian clock","Homo sapiens (Human)"
"26212","HSA","R-HSA-9907950","R-HSA-9954709","R-HSA-392499","Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide","Metabolism of proteins","Homo sapiens (Human)"
"26213","HSA","R-HSA-9907966","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26214","HSA","R-HSA-9907971","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26215","HSA","R-HSA-9907975","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26216","HSA","R-HSA-9907978","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26217","HSA","R-HSA-9907993","R-HSA-1169091","R-HSA-168256","Activation of NF-kappaB in B cells","Immune System","Homo sapiens (Human)"
"26218","HSA","R-HSA-9907993","R-HSA-1234176","R-HSA-8953897","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","Cellular responses to stimuli","Homo sapiens (Human)"
"26219","HSA","R-HSA-9907993","R-HSA-1236974","R-HSA-168256","ER-Phagosome pathway","Immune System","Homo sapiens (Human)"
"26220","HSA","R-HSA-9907993","R-HSA-1236978","R-HSA-168256","Cross-presentation of soluble exogenous antigens (endosomes)","Immune System","Homo sapiens (Human)"
"26221","HSA","R-HSA-9907993","R-HSA-174113","R-HSA-1640170","SCF-beta-TrCP mediated degradation of Emi1","Cell Cycle","Homo sapiens (Human)"
"26222","HSA","R-HSA-9907993","R-HSA-174154","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Securin","Cell Cycle","Homo sapiens (Human)"
"26223","HSA","R-HSA-9907993","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"26224","HSA","R-HSA-9907993","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"26225","HSA","R-HSA-9907993","R-HSA-180534","R-HSA-1643685","Vpu mediated degradation of CD4","Disease","Homo sapiens (Human)"
"26226","HSA","R-HSA-9907993","R-HSA-180585","R-HSA-1643685","Vif-mediated degradation of APOBEC3G","Disease","Homo sapiens (Human)"
"26227","HSA","R-HSA-9907993","R-HSA-195253","R-HSA-162582","Degradation of beta-catenin by the destruction complex","Signal Transduction","Homo sapiens (Human)"
"26228","HSA","R-HSA-9907993","R-HSA-202424","R-HSA-168256","Downstream TCR signaling","Immune System","Homo sapiens (Human)"
"26229","HSA","R-HSA-9907993","R-HSA-211733","R-HSA-5357801","Regulation of activated PAK-2p34 by proteasome mediated degradation","Programmed Cell Death","Homo sapiens (Human)"
"26230","HSA","R-HSA-9907993","R-HSA-2467813","R-HSA-1640170","Separation of Sister Chromatids","Cell Cycle","Homo sapiens (Human)"
"26231","HSA","R-HSA-9907993","R-HSA-2871837","R-HSA-168256","FCERI mediated NF-kB activation","Immune System","Homo sapiens (Human)"
"26232","HSA","R-HSA-9907993","R-HSA-349425","R-HSA-1640170","Autodegradation of the E3 ubiquitin ligase COP1","Cell Cycle","Homo sapiens (Human)"
"26233","HSA","R-HSA-9907993","R-HSA-350562","R-HSA-1430728","Regulation of ornithine decarboxylase (ODC)","Metabolism","Homo sapiens (Human)"
"26234","HSA","R-HSA-9907993","R-HSA-382556","R-HSA-382551","ABC-family proteins mediated transport","Transport of small molecules","Homo sapiens (Human)"
"26235","HSA","R-HSA-9907993","R-HSA-450408","R-HSA-8953854","AUF1 (hnRNP D0) binds and destabilizes mRNA","Metabolism of RNA","Homo sapiens (Human)"
"26236","HSA","R-HSA-9907993","R-HSA-4608870","R-HSA-162582","Asymmetric localization of PCP proteins","Signal Transduction","Homo sapiens (Human)"
"26237","HSA","R-HSA-9907993","R-HSA-4641257","R-HSA-162582","Degradation of AXIN","Signal Transduction","Homo sapiens (Human)"
"26238","HSA","R-HSA-9907993","R-HSA-4641258","R-HSA-162582","Degradation of DVL","Signal Transduction","Homo sapiens (Human)"
"26239","HSA","R-HSA-9907993","R-HSA-5358346","R-HSA-162582","Hedgehog ligand biogenesis","Signal Transduction","Homo sapiens (Human)"
"26240","HSA","R-HSA-9907993","R-HSA-5362768","R-HSA-1643685","Hh mutants are degraded by ERAD","Disease","Homo sapiens (Human)"
"26241","HSA","R-HSA-9907993","R-HSA-5607761","R-HSA-168256","Dectin-1 mediated noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"26242","HSA","R-HSA-9907993","R-HSA-5607764","R-HSA-168256","CLEC7A (Dectin-1) signaling","Immune System","Homo sapiens (Human)"
"26243","HSA","R-HSA-9907993","R-HSA-5610780","R-HSA-162582","Degradation of GLI1 by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26244","HSA","R-HSA-9907993","R-HSA-5610783","R-HSA-162582","Degradation of GLI2 by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26245","HSA","R-HSA-9907993","R-HSA-5610785","R-HSA-162582","GLI3 is processed to GLI3R by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26246","HSA","R-HSA-9907993","R-HSA-5632684","R-HSA-162582","Hedgehog 'on' state","Signal Transduction","Homo sapiens (Human)"
"26247","HSA","R-HSA-9907993","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"26248","HSA","R-HSA-9907993","R-HSA-5668541","R-HSA-168256","TNFR2 non-canonical NF-kB pathway","Immune System","Homo sapiens (Human)"
"26249","HSA","R-HSA-9907993","R-HSA-5676590","R-HSA-168256","NIK-->noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"26250","HSA","R-HSA-9907993","R-HSA-5678895","R-HSA-1643685","Defective CFTR causes cystic fibrosis","Disease","Homo sapiens (Human)"
"26251","HSA","R-HSA-9907993","R-HSA-5687128","R-HSA-162582","MAPK6/MAPK4 signaling","Signal Transduction","Homo sapiens (Human)"
"26252","HSA","R-HSA-9907993","R-HSA-5689603","R-HSA-392499","UCH proteinases","Metabolism of proteins","Homo sapiens (Human)"
"26253","HSA","R-HSA-9907993","R-HSA-5689880","R-HSA-392499","Ub-specific processing proteases","Metabolism of proteins","Homo sapiens (Human)"
"26254","HSA","R-HSA-9907993","R-HSA-68949","R-HSA-1640170","Orc1 removal from chromatin","Cell Cycle","Homo sapiens (Human)"
"26255","HSA","R-HSA-9907993","R-HSA-68949","R-HSA-69306","Orc1 removal from chromatin","DNA Replication","Homo sapiens (Human)"
"26256","HSA","R-HSA-9907993","R-HSA-69017","R-HSA-1640170","CDK-mediated phosphorylation and removal of Cdc6","Cell Cycle","Homo sapiens (Human)"
"26257","HSA","R-HSA-9907993","R-HSA-69017","R-HSA-69306","CDK-mediated phosphorylation and removal of Cdc6","DNA Replication","Homo sapiens (Human)"
"26258","HSA","R-HSA-9907993","R-HSA-69481","R-HSA-1640170","G2/M Checkpoints","Cell Cycle","Homo sapiens (Human)"
"26259","HSA","R-HSA-9907993","R-HSA-75815","R-HSA-1640170","Ubiquitin-dependent degradation of Cyclin D","Cell Cycle","Homo sapiens (Human)"
"26260","HSA","R-HSA-9907993","R-HSA-8852276","R-HSA-1640170","The role of GTSE1 in G2/M progression after G2 checkpoint","Cell Cycle","Homo sapiens (Human)"
"26261","HSA","R-HSA-9907993","R-HSA-8854050","R-HSA-1640170","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","Cell Cycle","Homo sapiens (Human)"
"26262","HSA","R-HSA-9907993","R-HSA-8939236","R-HSA-74160","RUNX1 regulates transcription of genes involved in differentiation of HSCs","Gene expression (Transcription)","Homo sapiens (Human)"
"26263","HSA","R-HSA-9907993","R-HSA-8939902","R-HSA-74160","Regulation of RUNX2 expression and activity","Gene expression (Transcription)","Homo sapiens (Human)"
"26264","HSA","R-HSA-9907993","R-HSA-8948751","R-HSA-162582","Regulation of PTEN stability and activity","Signal Transduction","Homo sapiens (Human)"
"26265","HSA","R-HSA-9907993","R-HSA-8951664","R-HSA-392499","Neddylation","Metabolism of proteins","Homo sapiens (Human)"
"26266","HSA","R-HSA-9907993","R-HSA-9010553","R-HSA-1266738","Regulation of expression of SLITs and ROBOs","Developmental Biology","Homo sapiens (Human)"
"26267","HSA","R-HSA-9907993","R-HSA-9020702","R-HSA-168256","Interleukin-1 signaling","Immune System","Homo sapiens (Human)"
"26268","HSA","R-HSA-9907993","R-HSA-9755511","R-HSA-8953897","KEAP1-NFE2L2 pathway","Cellular responses to stimuli","Homo sapiens (Human)"
"26269","HSA","R-HSA-9907993","R-HSA-9766229","R-HSA-1500931","Degradation of CDH1","Cell-Cell communication","Homo sapiens (Human)"
"26270","HSA","R-HSA-9907993","R-HSA-983168","R-HSA-168256","Antigen processing: Ubiquitination & Proteasome degradation","Immune System","Homo sapiens (Human)"
"26271","HSA","R-HSA-9907993","R-HSA-9907900","R-HSA-392499","Proteasome assembly","Metabolism of proteins","Homo sapiens (Human)"
"26272","HSA","R-HSA-9907993","R-HSA-9929356","R-HSA-168256","GSK3B-mediated proteasomal degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26273","HSA","R-HSA-9907993","R-HSA-9929491","R-HSA-168256","SPOP-mediated proteasomal degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26274","HSA","R-HSA-9907993","R-HSA-9931269","R-HSA-168256","AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)","Immune System","Homo sapiens (Human)"
"26275","HSA","R-HSA-9907993","R-HSA-9932298","R-HSA-9909396","Degradation of CRY and PER proteins","Circadian clock","Homo sapiens (Human)"
"26276","HSA","R-HSA-9907993","R-HSA-9954709","R-HSA-392499","Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide","Metabolism of proteins","Homo sapiens (Human)"
"26277","HSA","R-HSA-9907994","R-HSA-1169091","R-HSA-168256","Activation of NF-kappaB in B cells","Immune System","Homo sapiens (Human)"
"26278","HSA","R-HSA-9907994","R-HSA-1234176","R-HSA-8953897","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","Cellular responses to stimuli","Homo sapiens (Human)"
"26279","HSA","R-HSA-9907994","R-HSA-1236974","R-HSA-168256","ER-Phagosome pathway","Immune System","Homo sapiens (Human)"
"26280","HSA","R-HSA-9907994","R-HSA-1236978","R-HSA-168256","Cross-presentation of soluble exogenous antigens (endosomes)","Immune System","Homo sapiens (Human)"
"26281","HSA","R-HSA-9907994","R-HSA-174113","R-HSA-1640170","SCF-beta-TrCP mediated degradation of Emi1","Cell Cycle","Homo sapiens (Human)"
"26282","HSA","R-HSA-9907994","R-HSA-174154","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Securin","Cell Cycle","Homo sapiens (Human)"
"26283","HSA","R-HSA-9907994","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"26284","HSA","R-HSA-9907994","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"26285","HSA","R-HSA-9907994","R-HSA-180534","R-HSA-1643685","Vpu mediated degradation of CD4","Disease","Homo sapiens (Human)"
"26286","HSA","R-HSA-9907994","R-HSA-180585","R-HSA-1643685","Vif-mediated degradation of APOBEC3G","Disease","Homo sapiens (Human)"
"26287","HSA","R-HSA-9907994","R-HSA-195253","R-HSA-162582","Degradation of beta-catenin by the destruction complex","Signal Transduction","Homo sapiens (Human)"
"26288","HSA","R-HSA-9907994","R-HSA-202424","R-HSA-168256","Downstream TCR signaling","Immune System","Homo sapiens (Human)"
"26289","HSA","R-HSA-9907994","R-HSA-211733","R-HSA-5357801","Regulation of activated PAK-2p34 by proteasome mediated degradation","Programmed Cell Death","Homo sapiens (Human)"
"26290","HSA","R-HSA-9907994","R-HSA-2467813","R-HSA-1640170","Separation of Sister Chromatids","Cell Cycle","Homo sapiens (Human)"
"26291","HSA","R-HSA-9907994","R-HSA-2871837","R-HSA-168256","FCERI mediated NF-kB activation","Immune System","Homo sapiens (Human)"
"26292","HSA","R-HSA-9907994","R-HSA-349425","R-HSA-1640170","Autodegradation of the E3 ubiquitin ligase COP1","Cell Cycle","Homo sapiens (Human)"
"26293","HSA","R-HSA-9907994","R-HSA-350562","R-HSA-1430728","Regulation of ornithine decarboxylase (ODC)","Metabolism","Homo sapiens (Human)"
"26294","HSA","R-HSA-9907994","R-HSA-382556","R-HSA-382551","ABC-family proteins mediated transport","Transport of small molecules","Homo sapiens (Human)"
"26295","HSA","R-HSA-9907994","R-HSA-450408","R-HSA-8953854","AUF1 (hnRNP D0) binds and destabilizes mRNA","Metabolism of RNA","Homo sapiens (Human)"
"26296","HSA","R-HSA-9907994","R-HSA-4608870","R-HSA-162582","Asymmetric localization of PCP proteins","Signal Transduction","Homo sapiens (Human)"
"26297","HSA","R-HSA-9907994","R-HSA-4641257","R-HSA-162582","Degradation of AXIN","Signal Transduction","Homo sapiens (Human)"
"26298","HSA","R-HSA-9907994","R-HSA-4641258","R-HSA-162582","Degradation of DVL","Signal Transduction","Homo sapiens (Human)"
"26299","HSA","R-HSA-9907994","R-HSA-5358346","R-HSA-162582","Hedgehog ligand biogenesis","Signal Transduction","Homo sapiens (Human)"
"26300","HSA","R-HSA-9907994","R-HSA-5362768","R-HSA-1643685","Hh mutants are degraded by ERAD","Disease","Homo sapiens (Human)"
"26301","HSA","R-HSA-9907994","R-HSA-5607761","R-HSA-168256","Dectin-1 mediated noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"26302","HSA","R-HSA-9907994","R-HSA-5607764","R-HSA-168256","CLEC7A (Dectin-1) signaling","Immune System","Homo sapiens (Human)"
"26303","HSA","R-HSA-9907994","R-HSA-5610780","R-HSA-162582","Degradation of GLI1 by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26304","HSA","R-HSA-9907994","R-HSA-5610783","R-HSA-162582","Degradation of GLI2 by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26305","HSA","R-HSA-9907994","R-HSA-5610785","R-HSA-162582","GLI3 is processed to GLI3R by the proteasome","Signal Transduction","Homo sapiens (Human)"
"26306","HSA","R-HSA-9907994","R-HSA-5632684","R-HSA-162582","Hedgehog 'on' state","Signal Transduction","Homo sapiens (Human)"
"26307","HSA","R-HSA-9907994","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"26308","HSA","R-HSA-9907994","R-HSA-5668541","R-HSA-168256","TNFR2 non-canonical NF-kB pathway","Immune System","Homo sapiens (Human)"
"26309","HSA","R-HSA-9907994","R-HSA-5676590","R-HSA-168256","NIK-->noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"26310","HSA","R-HSA-9907994","R-HSA-5678895","R-HSA-1643685","Defective CFTR causes cystic fibrosis","Disease","Homo sapiens (Human)"
"26311","HSA","R-HSA-9907994","R-HSA-5687128","R-HSA-162582","MAPK6/MAPK4 signaling","Signal Transduction","Homo sapiens (Human)"
"26312","HSA","R-HSA-9907994","R-HSA-5689603","R-HSA-392499","UCH proteinases","Metabolism of proteins","Homo sapiens (Human)"
"26313","HSA","R-HSA-9907994","R-HSA-5689880","R-HSA-392499","Ub-specific processing proteases","Metabolism of proteins","Homo sapiens (Human)"
"26314","HSA","R-HSA-9907994","R-HSA-68949","R-HSA-1640170","Orc1 removal from chromatin","Cell Cycle","Homo sapiens (Human)"
"26315","HSA","R-HSA-9907994","R-HSA-68949","R-HSA-69306","Orc1 removal from chromatin","DNA Replication","Homo sapiens (Human)"
"26316","HSA","R-HSA-9907994","R-HSA-69017","R-HSA-1640170","CDK-mediated phosphorylation and removal of Cdc6","Cell Cycle","Homo sapiens (Human)"
"26317","HSA","R-HSA-9907994","R-HSA-69017","R-HSA-69306","CDK-mediated phosphorylation and removal of Cdc6","DNA Replication","Homo sapiens (Human)"
"26318","HSA","R-HSA-9907994","R-HSA-69481","R-HSA-1640170","G2/M Checkpoints","Cell Cycle","Homo sapiens (Human)"
