Gene,List_Name,Cluster,List_Name_2,Group
Ubiquitin-dependent degradation of Cyclin D,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Degradation of GLI2 by the proteasome,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Hh mutants abrogate ligand secretion,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of TP53 Expression and Degradation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of Apoptosis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of TP53 Degradation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
DAP12 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
"TICAM1,TRAF6-dependent induction of TAK1 complex",ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC/C:Cdc20 mediated degradation of Securin,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
p53-Independent DNA Damage Response,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
p53-Independent G1/S DNA damage checkpoint,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Defective CFTR causes cystic fibrosis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of innate immune responses to cytosolic DNA,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Fanconi Anemia Pathway,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Asymmetric localization of PCP proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Translesion synthesis by REV1,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Membrane binding and targetting of GAG proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of activated PAK-2p34 by proteasome mediated degradation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of APC/C activators between G1/S and early anaphase,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Downregulation of ERBB2 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Gap-filling DNA repair synthesis and ligation in GG-NER,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Translesion synthesis by POLI,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
NIK-->noncanonical NF-kB signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Translocation of ZAP-70 to Immunological synapse,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
SCF-beta-TrCP mediated degradation of Emi1,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Processing of DNA double-strand break ends,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Vif-mediated degradation of APOBEC3G,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Alpha-protein kinase 1 signaling pathway,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Metalloprotease DUBs,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
IRAK2 mediated activation of TAK1 complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC/C:Cdc20 mediated degradation of Cyclin B,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Translesion Synthesis by POLH,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
G1/S DNA Damage Checkpoints,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Orc1 removal from chromatin,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Termination of translesion DNA synthesis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
DNA Replication Pre-Initiation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC/C-mediated degradation of cell cycle proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of mitotic cell cycle,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
G2/M Checkpoints,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
SCF(Skp2)-mediated degradation of p27/p21,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
ABC-family proteins mediated transport,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC-Cdc20 mediated degradation of Nek2A,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of RUNX3 expression and activity,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Translesion synthesis by POLK,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC/C:Cdc20 mediated degradation of mitotic proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Degradation of GLI1 by the proteasome,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Hh mutants are degraded by ERAD,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
p75NTR recruits signalling complexes,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Josephin domain DUBs,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Hedgehog ligand biogenesis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
p53-Dependent G1 DNA Damage Response,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
p53-Dependent G1/S DNA damage checkpoint,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Vpu mediated degradation of CD4,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
NRIF signals cell death from the nucleus,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Assembly Of The HIV Virion,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
CDK-mediated phosphorylation and removal of Cdc6,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
DNA Replication,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of BACH1 activity,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Diseases of carbohydrate metabolism,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
MAPK6/MAPK4 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
S Phase,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
TRAF6-mediated induction of TAK1 complex within TLR4 complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Dectin-1 mediated noncanonical NF-kB signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Autodegradation of Cdh1 by Cdh1:APC/C,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Aggrephagy,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
AUF1 (hnRNP D0) binds and destabilizes mRNA,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
PINK1-PRKN Mediated Mitophagy,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Suppression of phagosomal maturation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
TICAM1-dependent activation of IRF3/IRF7,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation of RUNX2 expression and activity,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
rRNA modification in the nucleus and cytosol,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
The role of GTSE1 in G2/M progression after G2 checkpoint,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Degradation of beta-catenin by the destruction complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Assembly of the pre-replicative complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
E3 ubiquitin ligases ubiquitinate target proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Recognition of DNA damage by PCNA-containing replication complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Glycogen metabolism,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Negative regulation of NOTCH4 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
RUNX1 regulates transcription of genes involved in differentiation of HSCs,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Switching of origins to a post-replicative state,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
ABC transporter disorders,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Synthesis of DNA,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Negative regulators of DDX58/IFIH1 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
"TICAM1, RIP1-mediated IKK complex recruitment",ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
PD-1 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
IRAK1 recruits IKK complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
MAP3K8 (TPL2)-dependent MAPK1/3 activation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Oncogene Induced Senescence,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Plasma lipoprotein clearance,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Formation of Incision Complex in GG-NER,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Protein methylation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Dual Incision in GG-NER,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
VLDLR internalisation and degradation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
IKK complex recruitment mediated by RIP1,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Mitophagy,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Endosomal Sorting Complex Required For Transport (ESCRT),ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
DNA Damage Bypass,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Budding and maturation of HIV virion,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
ER Quality Control Compartment (ERQC),ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Generation of second messenger molecules,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Constitutive Signaling by NOTCH1 HD Domain Mutants,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Signaling by NOTCH1 HD Domain Mutants in Cancer,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
DNA Double Strand Break Response,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Calnexin/calreticulin cycle,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
InlB-mediated entry of Listeria monocytogenes into host cell,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Activation of Ca-permeable Kainate Receptor,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Ionotropic activity of kainate receptors,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Metallothioneins bind metals,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
activated TAK1 mediates p38 MAPK activation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Signaling by Ligand-Responsive EGFR Variants in Cancer,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
FGFR2 ligand binding and activation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Erythrocytes take up carbon dioxide and release oxygen,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
O2/CO2 exchange in erythrocytes,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
FGFR2b ligand binding and activation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Interleukin-21 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Response to metal ions,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Meiotic synapsis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Interferon alpha/beta signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Cross-presentation of soluble exogenous antigens (endosomes),ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
CASP8 activity is inhibited,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Dimerization of procaspase-8,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Regulation by c-FLIP,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
SARS-CoV-2 targets host intracellular signalling and regulatory pathways,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Diseases of hemostasis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Activation of BH3-only proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Physiological factors,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
CRMPs in Sema3A signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Initial triggering of complement,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Creation of C4 and C2 activators,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Defective B3GALTL causes PpS,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Meiosis,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Intrinsic Pathway of Fibrin Clot Formation,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
G1/S-Specific Transcription,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
O-glycosylation of TSR domain-containing proteins,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Transcription of E2F targets under negative control by DREAM complex,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Interleukin-7 signaling,ASPN_vs_ASNN,Intermediate,HIV-AS+ vs HIV-AS-,Intermediate HIV-AS+ vs HIV-AS-
Selenocysteine synthesis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Viral mRNA Translation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Eukaryotic Translation Termination,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Peptide chain elongation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Eukaryotic Translation Elongation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Selenoamino acid metabolism,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Formation of a pool of free 40S subunits,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SRP-dependent cotranslational protein targeting to membrane,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Response of EIF2AK4 (GCN2) to amino acid deficiency,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
GTP hydrolysis and joining of the 60S ribosomal subunit,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Influenza Viral RNA Transcription and Replication,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Major pathway of rRNA processing in the nucleolus and cytosol,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
rRNA processing in the nucleus and cytosol,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
L13a-mediated translational silencing of Ceruloplasmin expression,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
rRNA processing,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nonsense-Mediated Decay (NMD),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Influenza Infection,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
